Thinks a cylinder is a prism,206
Believes a composite function requires you to place the inner function next to the variable of the outer function instead of replacing it,208
"When multiplying a vector by a fraction, adds the numerator to the top number of the vector, and the denominator to the bottom number of the vector. ",209
Does not understand the 'less than' inequality notation,214
"When asked for a specific term in a sequence, just gives the position number",215
Believes the smallest number in a set of numbers is always their highest common factor,216
Does not know the meaning of absolute value,222
Confuses frequency of one class with cumulative frequency,225
Thinks we can't write an equivalent multiplication sum for a division sum by using a reciprocal,231
Thinks adjacent angles are equal,235
Believes a line of best fit can be drawn on a scatter graph with no relationship or correlation,237
"When finding the mean of the data in a stem and leaf diagram, thinks you find the mean of the stem numbers",238
"Misunderstands how to calculate the lower bound in a division, believes it is found by dividing both upper bounds",240
Thinks co-interior angles sum to 360 degrees,241
Identifies a common factor but not the highest common factor,243
Does not think a kilogram is a unit of mass,246
Believes a fraction cannot have a numerator of 0,250
Believes all triangle numbers are odd,254
Uses numerator as whole part of a fraction,257
"When finding a missing number in a factor tree, multiplies by the factor given rather than dividing.",258
"Thinks that when drawing the elevation, the bottom layer does not need to be included ",259
Identifies a letter as a common factor but doesn't identify a number as a common factor,266
"When finding the distance between 2 points, believes the distance is the coordinate of the furthest point from origin",269
Confuses angle of a sector with the radius,274
"When finding a point on a line, assumes the point is always the midpoint",275
Adds rather than multiplies when scaling up in direct proportion problems,276
Thinks pressure is force per unit volume,277
"when subtracting a fraction from an integer, just adds their absolute value and places a negative sign in front",286
Does not break down all factors in a factor tree to primes,288
Thinks a negative y value in a column vector means to move up rather than down,291
Confuses a constant with a variable,298
"When solving time problems, finds the difference in the hours and the difference in the minutes but then assumes the minutes will be added on to the number of hours",299
Thinks you can multiply by a decimal to find a multiple of a number,301
Believes knowing the perimeter of squares does not give you enough information to find the perimeter of combines shapes using those squares,304
"Guesses when something is ""twice as high/much"", rather than multiplying by 2",310
Believes gradient is the sum of y the coordinates divided by the sum of the x co-ordinates ,311
Believes edges of a 3D shape do not include edges of base,313
"When calculating the power of a negative number, thinks they can ignore the sign when multiplying and then put a negative sign back on at the end, regardless of the power ",314
Mixes up primary and secondary data types,316
"When factorising, thinks the smallest coefficient will be the numerical factor, regardless of whether it divides into all terms",319
"When factorising into double brackets, finds the two values which sum to give the constant rather than the coefficient of x",320
Believes class width multiplied by frequency gives frequency density,321
"When measuring a line segment with a ruler, assumes the line starts at 0",323
Believes the two variables have to add to the same value in inverse proportion,324
Does not check the labelling of the axes ,325
Mixes up total and part in ratio,327
"When working with inverse and direct proportion, forgets to apply the root or index to find k, but remembers when doing the second calculation",330
Not considered the y value when reading coordinates,333
Believes 30% is equivalent to 1/3,335
Does not understand that having values after the decimal point makes a number larger than a number with the same units but no decimal places,336
Believes the second term in a 2 term quadratic equation is always a coefficient and the variable,341
Uses the whole base rather than half the base when forming a right angled triangle from an isosceles triangle,342
Estimates the frequency shown on a pie chart rather than calculating,343
Writes times in the afternoon as if 10 is midday on a 24 hour clock,348
Thinks a chord does not have to start and end at the circumference of the circle.,351
Believes class width represents frequency in a histogram,354
Finds the sum of the missing angles but not the angle being asked,356
Believes digits of a number are read/written from right to left,358
Confuses random and stratified sampling methods,359
Gives frequency when asked for relative frequency,360
Believes that repeated prime factors are only counted once,361
Thinks that we cannot calculate the range if values are repeated,365
Does not know that co-interior angles must be in parallel lines,367
Thinks a kite has one pair of parallel sides,368
Forgets to add starting value when calculating new coordinates,369
"When dividing fractions, divides by the reciprocal, instead of multiplies",371
"Thinks the reciprocal of n, 1/n = 0.n",385
Believes that an exterior angle can have a value of 360 degrees,386
Thinks there are 100 seconds in a minute,387
Believes you find the mode by calculating the mean,390
Divides instead of multiplies when multiplying by a decimal,394
"Thinks there are 10,000kg in a tonne",395
Confuses place value when rounding to estimate,399
"When rationalising the denominator, confuses the numerator with the denominator",403
Believes class width multipled by frequency gives the area of the bar in a histogram,406
Does not equate y=-x with x=-y,407
Believes the size of an angle can be given as a word rather than a number,410
"When identifying the center of rotation, chooses a point with the wrong y-value",411
Assumes that an enlargement is always from the smaller object to the bigger one,412
"Believes that n/n = n, instead of 1",413
Believes the intersection of two complements can be found using the complement of the intersection,416
"When converting a fraction to a decimal, divides the denominator by the numerator",419
"When finding bearings, finds the back bearing to what the question is actually asking",420
Assumes the third column of a grouped frequency table is always cumulative frequency,425
"When a point is on an axis, gives both coordinates as the value it's at on the axis",428
"When multiplying a surd by an integer, believes the value under the surd can be swapped with the integer",429
"When finding bearings, finds the bearing going in the reverse direction to the one stated",430
Finds interior angle rather than given angle,431
Believes the equation of a straight line is y=-mx-c,432
"Believes only angles on parallel lines can be called ""corresponding""",434
Finds a scale factor but forgets to multiply the original value in proportion questions,435
Does not recognise that probabilities of all possible outcomes will sum to 1,437
Thinks n=0 for the first term in a sequence,440
Confuses cumulative frequency and frequency density,442
Confuses the value outside of a Venn diagram as the total number of entries in the diagram,444
Confuses adjacent and opposite sides,448
Believes qualitative data can be continuous,453
Believes you can divide the change by 100 to find the percentage change ,456
Does not know how to calculate volume,457
confuses circumference and area,459
Thinks that they can combine functions in a function machine before applying them to the input,462
Does not know the diagonals of a square bisect at right angles,465
Multiplies the value as if the original recipe was for 1 person,472
Underestimates the impact of the size of images in a misleading statistical diagram,473
Believes the total of a part whole model is always 1 (or equivalent) instead of the given total,475
Thinks Angle-Angle-Angle triangles are congruent,476
"Believes when multiplying fractions you cross multiply top left and bottom right for numerator, and the other diagonal for denominator",477
Thinks a divide and a negative sign next to each other makes a plus,479
Believes that angles that look like they are a right-angle are always 90 degrees,480
"When simplifying surds, does not understand that the simplified root is what is left after dividing out the largest square number",482
Mistakes cube root for cubing the number,484
Believes 1 is not a factor of a number,485
Believes a composite function multiplies the functions together,487
Believes speed = time/distance,489
"Believes that when constructing triangles, all sides should be measured from the same point",490
"When comparing data, only compares one category of data rather than comparing the totals",494
Used the digits of the decimal as the denominator,497
Finds the shaded section rather than the specified section,500
Believes multiplying a number by its square root gives the square root,502
"Given the mean and the amount of numbers, adds to find the total",504
Believes finding the product of two numbers gives their lowest common multiple,505
Believes that multiplying variables is the same as adding them together,506
Believes they need to multiply the numbers together in a worded HCF question ,513
Believes 0.5absin(c) requires only three sides (potentially confused with cosine rule),514
Thinks the inverse of multiplication is addition,516
Assumes triangles are isosceles if they look like they are isosceles,517
Thinks that to decrease by a percentage you multiply by 1+ the decimal equivalent to that percentage,518
Does not count from the centre of enlargement to find the image,522
Believes you cannot have a negative gradient when plotting a linear sequence,523
Believes cumulative frequency is the product rather than sum of frequencies,529
Confuses the formulas for the circumference of a full circle and the perimeter of a sector,530
Does not understand what an interior angle is,534
Believes a missing length on a cuboid can be found by doing volume divided by a different length,535
Ignores coefficients when forming an expression from a question,536
Does not perform calculations in the numerator of a fraction before division by the denominator,538
"When asked to find a missing number in a factor tree, finds any factor of the given number rather than the pair of the factor already given.",541
"Thinks that when drawing a plan view, you only include the top layer of the shape",543
"After multiplying to get a common denominator, simplifies back to the original fractions",546
Believes that a fractional index means you need to find the reciprocal,548
Thinks the units for speed should not contain a measure of time,552
Only counts visible edges,555
Thinks depth is marked on the cross section of a prism,559
Confuses class width and upper bound of the class,560
Misinterprets the order of division in worded problems,561
"When drawing a histogram, believes you plot cumulative frequency on the vertical axis",562
Believes the solutions to an equation have opposite signs from its x intercepts,569
Believes a smaller number of shaded parts represents a smaller fraction,571
Thinks there are 100mm in a km,574
Thinks that when you put an input into a function machine you apply the inverse operation rather than the operation given.,575
Thinks you cannot multiply by a decimal to get equivalent fractions,579
Does not understand use of the counters to represent algebra,580
Confuses the dependent and independent variables on the axes of a line graph,582
Mixes up square numbers and prime numbers,586
Thinks a fractional scale factor changes direction as well as size,592
Thinks multiplying by a variable is the same as raising to the power of that variable,593
Believes the adjacent side is where the opposite side is in a right angled triangle,595
Chosen the longest value rather than the greatest,596
Thinks that to decrease by a percentage you just multiply by the decimal equivalent to that percentage,597
"When subtracting a surd from an integer, just divides the integer by the number under the surd",598
Believes the sin graph relates to the tan function,605
Thinks the area of a sector is theta/360 x r x pi (forgetting the radius is squared),607
Does not recognise how to write a list of prime factors from a factor tree,610
"Believes that when a shape is enlarged, the area rather than the scale factor is squared",612
Thinks 0.3 = 1/3,613
Adds rather than subtracts when using Pythagoras to find a shorter side,615
Thinks the gradient of a line is found from 2 points by finding the length of that line between those points,622
Does not realise similar has a specific mathematical meaning,627
Confuses range and interquartile range,632
Does not know the term numerator,634
Mixes up constant and coefficient in a worded substitution problem,636
Does not find the angle being asked,640
Believes enlargement by scale factor -1 exchanges the x and y coordinates,645
Thinks co-interior angles sum to 90 degrees,647
Thinks that the perimeter on a square grid is the number of squares inside that are touching the perimeter of the shape,660
Believes that a number divided by itself equals the original number,662
Believes that the gradient of a horizontal line is undefined,665
Only considers elements in one set when asked to find the intersection of multiple sets,667
"When interpolating using a line of best fit, reads off the value for the closest point to the line rather than the value given by the line of best fit ",675
Does not recognise that an equation will stay balanced if all terms are multiplied/divided by the same amount,676
"When asked to subtract a fraction from a unit, removes the unit value from the numerator.",677
Believes you cannot find the mode from a pie chart,678
Gives a fraction when asked for a decimal,679
"When drawing a cumulative frequency diagram, thinks you plot cumulative frequency on the horizontal axis",681
Thinks millimetres and centimetres are the same,682
"When factorising, believes they can choose different factors for each term",683
"When multiplying algebraic terms written in the same base, adds the base variables and multiplies the powers.",689
Only uses two terms of a sequence to work out a term-to-term rule,692
Does not divide to get a unitary amount before scaling up,693
"In the middle of the total column or row of a two way table, adds the other totals (including overall total), rather than finding the difference",696
Arithmetic error when multiplying by 7,697
Believes each number on a clock face represents 1 minute,698
"When calculating missing side length from perimeter, gives the total missing length instead of dividing for one side.",700
Does not know the meaning of vertically opposite,701
"When adding or subtracting surds, just finds the largest square that goes into each number under the surd and adds or subtracts those rather than using the largest square to simplify the surd",703
"When describing the relationship shown on a scatter graphs, gets the effect on the dependent variable backwards",705
Believes that fractions with the same denominator are equal,707
Uses the other part instead of total frequency as denominator for relative frequency,714
Rounds a decimal instead of using a fraction in division,716
Believes that 'less than' includes the number ,720
Does not know what the symbol for equal lengths means,721
Thinks the fraction button finds the reciprocal,722
Believes they can reverse a percentage increase or decrease by dividing by the decimal multiplier of the original change,726
Confuses least and most,728
Believes that the third vertex of a triangle will share coordinates with both of the other vertices,731
Believes there are 100cl in a millilitre,738
"Does not recognise that for a shape to be reflected it will be ""flipped""",740
Includes too many possibilites when given an 'at least' question in probability,741
"When dividing a fraction by an integer, thinks they can just multiply instead",744
"When finding the negative power of a negative power, assumes they can ignore one of the negatives",748
"When asked to subtract a fraction from a unit, removes the unit value from the denominator",749
"When using the capture-recapture method, confuses the order of the calculation to find best estimate of population",750
Thinks that when dividing numbers in standard form you subtract the number and divide the power,752
Believes when you plot a linear sequence it doesn't give a straight line,753
Does not know which letters can be subtracted in Roman Numerals,755
Subtracts instead of adds when finding a midpoint,761
Believes 'inclusive' does not include the end value,763
Finds the circumference of the whole circle instead of arc length ,768
Confuses the direction of vectors when adding or subtracting,769
Believes class width represents area of the bar in a histogram,770
Believes that the solutions to x<b or x>b also satisfy ax<b or ax>b,771
"When subtracting mixed numbers, does not realise that a negative fractional answer needs to be taken away from their integer answer",774
"When adding variables with powers, thinks they can add the powers",775
Does not know how to compare size of angles on a grid without a protractor,776
"When describing the relationship between the parts in a ratio using a fraction, gets the numerator and denominator the opposite way around",777
Struggles to visualise the new position of an object after transformations,778
"When reading decimals on a number line, assumes each dash is 0.2",781
"Believes they write the digits next to each other instead of multiplying, when multiplying a vector by an integer.",786
Does not scale up a ratio to find an equivalent value,787
Believes all linear graphs show direct proportion,788
Believes all numbers in a prime factor tree are included in the list of prime factors,798
Only considers elements in one set when asked to find the union of multiple sets,799
"Thinks that when drawing the elevation, the top layer does not need to be included ",802
Believes an axis is scaled correctly if the marked values increase in a linear pattern (ignores the distance from the origin to the first value) ,803
Believes a rotation and a reflection can be combined by applying the rotation to the mirror line,805
Believes the number outside the circles in a Venn represents the intersection,810
Believes adding numbers together gives the highest common factor,817
Believes the median is the category with the median frequency,818
"When drawing a cumulative frequency diagram, thinks you plot the upper bound of the class intervals on the vertical axis",819
"When rounding, believes that if the number, after the required degree of accuracy, is a 5 or below you round down",822
"Believes rounding to 1 decimal pleace means rounding to the nearest integer, regardless of the value of the number",824
"thinks when writing a mixed number fraction as an improper fraction, you need to multiply the denominator by the whole ",825
Confuses intersection and universal set,826
Believes when frequencies multiply by a scale factor in a table the mode also multiplies by that scale factor,827
Gives an example of a factor instead of counting how many total factors a number has,830
Thinks subtraction calculates how many in ,831
Believes that rounding parts of a fraction in different directions means the answer will be the same. ,837
Does not subtract 2 from the number of sides when finding the sum of interior angles,841
Thinks there are 100mm in a metre,844
Thinks there are 1000ml in a centilitre,846
Thinks the nth term is when the value of the term is n,849
Thinks there are 10mm in a metre,850
Does not know how to check tessellation,853
Divided by 100 rather than multiplied by 100,854
Believes integers can have decimal places,855
"When asked to shade a fraction of a shape, gives the total number of parts rather than the number to be shaded.",856
"When the unknown (e.g. x) in an equation is a denominator, gives the value of 1/x rather than x as the answer",857
Believes they can factorise a difference of two squares by placing the constant in both brackets without square rooting,859
Reads a power as a normal digit,861
Does not understand equivalent ratios,862
Does not recognise a unit of mass,865
Believes multiplying together prime factors that are not shared gives the highest common factor,869
Believes that we cannot calculate the mean of negative numbers,873
adds all given dimensions when calculating area,881
"Believes mirror line must lie on a grid line, not in between grid lines",883
"When asked for more, find the total",884
Thinks they can simplify algebraic fractions by cancelling unlike variables,885
Believes that prime numbers cannot be even,886
"When using interpolation to estimate frequency, assumes half the frequency of the class containing the value will be above/below it, even if it is not the midpoint",887
"Believes when you plot a sequence, the line always passes through (0, 0)",889
Believes each vertical line on a box plot represents 1 piece of data,892
"When adding fractions with identical numerators, leaves the numerator and adds the denominators",896
Does not recognise an example of the alternate segment theorem,897
Does not recognise parallel lines angle rules,899
"Has increased by the value of the first value, rather than the difference",903
"When adding or subtracting surds, believes the numbers under the root and the numbers in front should both be added or subtracted",908
Believes the numerator stays the same when calculating a second pick of the same type without replacement on a tree diagram,913
Thinks the fraction bar means multiply rather than divide,916
Believes every direct or inverse proportion question uses the formula p=kq,917
Confuses x and y axes,918
Believes the gradient of a speed-time graph is the distance,919
Believes that the cumulative frequency of an interval of grouped data can be used as the cumulative frequency for any value in that interval,920
Reads the wrong scale on the protractor when measuring acute angles,921
Divides when converting to a larger unit,928
"When using the capture-recapture method of sampling, believes you add the number marked first to the number caught second and add that to the number marked second to get the best estimate of population size",929
Thinks the subtraction sign means divide,934
"Thinks 1 square metre = 100,000 cubic centimetres",938
Describes position to term rule using term to term rule,939
Divides by (n-2) rather than n when finding an interior angle,943
Does not think a number can be a multiple of itself,945
Confuses midpoint and gradient between two points,949
Believes you cannot find the modal category from a pie chart unless given the total frequency,953
Thinks that fractions involving a fraction as the denominator can just be read as mixed numbers,956
Believes the mean must be an integer,957
Misunderstands how to calculate the upper bound in subtraction,958
Thinks there are 50 minutes in 1 hour,963
Gives an answer of 0 when there are no solutions to an equation.,966
"When solving simultaneous equations graphically, only gives one of two solutions",967
"In inverse proportion, believes k is the total of the two variables ",970
Finds area of whole circle rather than area of sector,973
Thinks can combine the numerator and denominator after simplifying an algebraic fraction,979
Believes that repeated percentage change is equivalent to a single change by the sum of the percentages,985
"Thinks they find the length of a line between 2 points by adding coordinates, rather than subtracting",992
Believes the length of the arms influence the size of the angle,993
Believes the lowest common multiple is found my multiplying the numbers together,995
"When the final stage of solving a problem is ""variable to a power"" = constant, assume the constant is the answer, without finding the root.",998
Confuses the method of selection with the group selected in statistics,999
Draws false conclusion from a pie chart,1000
Does not know how to divide a fraction by an integer,1001
Thinks the elevation is the plan view of a shape,1002
"Believes the equation of a vertical line is in the form y = ax, where a is the x intercept",1003
"Carries out operations from left to right regardless of priority order, unless brackets are used",1005
Believes the mean is something divided by the number of categories given,1006
Believes the largest number in a set of numbers is always their highest common factor,1010
Does not know the distributive property,1011
Believes the frequency of the midpoint of a group is half the total frequency of the group,1014
"When answering questions regarding adding items to get a new ratio, looks at the difference between the numbers in the original and new ratio rather than finding the size of a part",1015
Believes class width = frequency density,1019
Believes it's not possible to solve simultaneous equations graphically,1020
Believes an outlier is not determined by distance from the mean,1021
Believes that the complement of a set in a triple Venn consists of the elements that only belong to one other set,1023
Believes the median is the frequency for the middle category in a table,1027
believes the complement of a set consists of elements which only belong to one set,1034
Believes time = speed x distance,1037
Thinks reciprocal button raises to a power,1038
Believes finding a percentage of an amount involves adding the percentage to 10% of the amount,1039
"When dividing a number written in standard form by an integer, thinks you divide the power on the ten rather than the number component.",1042
"Believes reading from a cumulative frequency diagram will give the frequency above a certain value, rather than below",1045
Uses length scale factor for volume without cubing,1052
"Believes that when converting ratio to fractions, the denominator is the product of the parts of the ratio",1053
Chooses an incorrect point in between the shapes when describing a 90 or 270 degree rotation,1056
Does not know the definition of the range,1059
Thinks positive values in a column vector denote movement left and down (and vice-versa for negative values).,1060
When asked to rotate by 90 degrees rotates by 180 degrees,1061
"When using the capture-recapture method of sampling, believes you divide the number caught second by the number marked second to find the best estimate of population size",1062
Confuses the union and intersection of inequalities,1064
Does not recognise a unit of area in word form,1065
Confuses measures of turn (ie. degrees) and measures of length,1067
Cancels digits when dividing,1076
Believes all multiples of odd numbers are odd,1077
Believes there are 20 minutes in an hour,1080
"When subtracting fractions, divides the numerators",1081
Has removed brackets but not performed the operation,1084
Multiplied the powers rather than added them,1085
Thinks the perimeter of a sector is the same as arc length ,1086
Thinks the interior angles of a polygon add up to 100n,1087
Believes you add the denominators when finding a fraction of another fraction,1088
Doesn't recognise commutativity of addition with negative numbers,1090
Cannot spot a coefficient within a written scenario,1092
Believes when frequencies multiply by a scale factor in a table the mean also multiplies by that scale factor,1094
Believes that vectors of different magnitudes can be equal.,1095
Thinks there are 10cl in a millilitre,1096
Is not able to identify a situation where Pythagoras' Theorem is needed,1097
Believes stratified samples should be evenly split,1101
Rounds every number to the same degree instead of rounding to significant figures when estimating ,1105
Divides 360 degrees by sum of sides rather than given amount of angles,1106
"On a cumulative frequency diagram, believes the total frequency is the top of the frequency axis rather than the top of the curve",1109
Does not understand the term 'linear',1111
"When using Pythagoras' theorem to find a missing side, thinks you multiply the sides together then square root",1112
"When finding a missing length on similar shapes, just find the scale factor",1117
Believes biased selection methods can be random,1121
"When enlarging a shape, thinks the scale factor divides the movement from the centre of enlargement to a vertex rather than multiplies",1122
Multiplies rather than adds when answering worded problems,1125
Believes the variable should remain in place after substituting its value,1127
"When finding a missing part in a ratio, divides rather than multiplies",1129
"When adding fractions, multiplies the numerators",1131
"Believes that a general trend of an increase or decrease over time, on a statistical diagram, means that the slope must be in the same direction for the whole time period",1136
"When squaring a variable with a power, thinks that the power is squared rather than doubled. ",1137
Believes all grouped frequency table need a midpoint column,1141
Mixes up the terms for the parts of a fraction,1143
"When solving a 'more than' problem, believes the first step is to halve the total rather than setting up an equation to help solve",1147
Believes perpendicular is the term used to describe two lines that are parallel,1149
Believes midpoints are plotted on histograms,1154
"When comparing non like surds, does not square the surds",1159
Thinks you can find missing values in a given table by treating the row as a sequence of consecutive numbers,1160
Thinks 1 square metre = 10 square centimetres,1161
Mixes up the inequality signs in an error interval,1162
Confuses the order of the digits in stick multiplication,1170
"When solving a problem using written division (bus-stop method), puts the dividend in the wrong place",1171
Believes the mean from grouped data is the sum of the midpoints divided by something,1174
Does not count both edges when turning a corner when counting perimeter,1178
"Believes only the decimal places with dots above them recur, not the whole string",1182
"When rationalising the denominator, believes only the numerator or the denominator needs to be multiplied by the surd",1185
Does not understand that adding on to a multiple can give you the next multiple,1189
Believes that the sign changes when factorising an expression into single brackets,1191
Forgets to halve when finding the missing base angles of an isosceles,1194
Gives the change in value when asked for the percentage change,1195
Confuses frequency and frequency density,1197
Thinks that co-interior angles can lie on opposite sides of a transversal ,1199
Finds the IQR rather than the range,1200
Finds the arc length instead of the area of the sector ,1201
Believes number of squares in a bar gives frequency on a histogram,1211
Assumes the perpendicular height of a triangle bisects the base,1217
Gives the value for the wrong variable when answering a simultaneous equation question,1219
Does not include zero when counting over zero,1220
Converts a decimal to a fraction by writing 1 over the digits of the decimal,1221
Forgets that a number without an indice is to the power of 1 ,1227
Believes sets are the same if the elements within them have a shared property,1228
"Thinks the longest bar has the highest frequency on a pictogram, even if the symbols aren't evenly spaced",1232
Thinks the plan view is taken from an angle to include aspects of the side view and plan,1236
Does not realise the lines at an intersection have to be straight in order to show vertically opposite angles,1238
Believes a cubic equation will have a quadratic graph,1239
Subtracts instead of divides when division is written as a fraction,1241
Does not recognise the similar shape as the shape has been rotated and the scale factor is less than 1,1242
Believes when given a fraction and an amount the question must be to find the fraction of the amount. ,1243
Believes a number written in standard form with a negative power creates a larger number than that with a positive power,1245
"When adding fractions, uses addition of the denominators as a common denominator",1246
Assumes you cannot use the fact that multiplication is commutative when simplifying an algebraic term. ,1247
"Believes 'given that a, what is the probability of b?' means 'given that b, what is the probability of a?'",1249
"Thinks 1 cubic metre = 100,000 cubic centimetres",1253
"Believes that if there are two unknowns in an equation, all integers must be possible solutions",1254
Identifies a number as a common factor but doesn't identify a letter as a common factor,1267
Thinks they start on the left when doing long multiplication ,1273
Does not relate integers and fractions,1275
"Believes that the y intercept is (0, y) where y is any y coordinate on the line",1276
Confuses right angle triangles and equilateral triangles,1279
Does not understand that similar shapes and enlarged shapes will have the same size angles as the original,1281
Thinks only like terms can be multiplied,1284
Believes a vertical line has equation y=,1285
believes the complement of a set consists of anything that is not just in that set,1286
Does not understand that the area of an enlarged shape is the area of the original multiplied by the square of the scale factor of the lengths.,1289
Believes there are 90 degrees in a full turn,1296
Believes you keep the divisor unchanged when dividing by a fraction,1297
Thinks multiple letters can be subtracted at once in Roman numerals,1298
Ignores the zero when multiplying,1299
"In direct and inverse proportion, forgets to find the value of k, and carries out calculations as though k were 1",1300
