query,response
"<Construct>Substitute positive integer values into formulae involving powers or roots/Construct>
<Subject>Substitution into Formula/Subject>
<Question>
The equation \( f=3 r^{2}+3 \) is used to find values in the table below. What is the value covered by the star? \begin{tabular}{|c|c|c|c|c|}
\hline\( r \) & \( 1 \) & \( 2 \) & \( 3 \) & \( 4 \) \\
\hline\( f \) & \( 6 \) & \( 15 \) & \( \color{gold}\bigstar \) & \\
\hline
\end{tabular}
</Question>
<Answer>\( 24 \)</Answer>
<Misconception>Thinks you can find missing values in a given table by treating the row as linear and adding on the difference between the first two values given.</Misconception>","<Construct>Substitute positive integer values into formulae involving powers or roots</Construct>
<Subject>Substitution into Formula</Subject>
<Question>
The equation \( v=2 u^{3}-5 \) is used to find values in the table below. What is the value covered by the star? 
\begin{tabular}{|c|c|c|c|c|}
\hline\( u \) & \( 1 \) & \( 2 \) & \( 3 \) & \( 4 \) \\
\hline\( v \) & \( -3 \) & \( 11 \) & \( \color{gold}\bigstar \) & \\
\hline
\end{tabular}
</Question>
<Answer>\( 46 \)</Answer>"
"<Construct>Identify a unit of area/Construct>
<Subject>Area of Simple Shapes/Subject>
<Question>
James has answered a question on the area of a trapezium and got an answer of \( 54 \).

Behind the star he has written the units that he used.

\(
54 \, \bigstar 
\)

Which of the following units could be correct?
</Question>
<Answer>\( m \)</Answer>
<Misconception>Does not know units of area should be squared</Misconception>","<Construct>Identify a unit of volume/Construct>
<Subject>Volume of Simple Shapes/Subject>
<Question>
Sarah has calculated the volume of a cube and got an answer of \( 125 \).

Behind the star she has written the units that she used.

\(
125 \, \bigstar 
\)

Which of the following units could be correct?
</Question>
<Answer>\( m^3 \)</Answer>
<Misconception>Does not know units of volume should be cubed</Misconception>"
"<Construct>Identify a unit of area/Construct>
<Subject>Area of Simple Shapes/Subject>
<Question>
James has answered a question on the area of a trapezium and got an answer of \( 54 \).

Behind the star he has written the units that he used.

\(
54 \, \bigstar 
\)

Which of the following units could be correct?
</Question>
<Answer>\( \mathrm{cm} \)</Answer>
<Misconception>Does not know units of area should be squared</Misconception>","<Construct>Identify a unit of volume</Construct>
<Subject>Volume of Simple Shapes</Subject>
<Question>
A water container is shaped like a rectangular prism and has a volume of 480. 

Behind the star, the units that the container holds are written.

\(
480 \, \bigstar 
\)

Which of the following units could be correct?
</Question>
<Answer>\( \mathrm{cm}^3 \)</Answer>
<Misconception>Does not know units of volume should be cubed</Misconception>"
"<Construct>Identify a unit of area/Construct>
<Subject>Area of Simple Shapes/Subject>
<Question>
James has answered a question on the area of a trapezium and got an answer of \( 54 \).

Behind the star he has written the units that he used.

\(
54 \, \bigstar 
\)

Which of the following units could be correct?
</Question>
<Answer>\( \mathrm{km}^{3} \)</Answer>
<Misconception>Does not know units of area should be squared</Misconception>","<Construct>Identify a unit of volume/Construct>
<Subject>Volume of Simple Shapes/Subject>
<Question>
A water tank has a capacity of 1200. 

Behind the star it has written the units that it uses.

\(
1200 \, \bigstar 
\)

Which of the following units could be correct?
</Question>
<Answer>\( \mathrm{m} \)</Answer>
<Misconception>Does not know units of volume should be cubed</Misconception>"
"<Construct>Convert two digit integer percentages to fractions/Construct>
<Subject>Converting between Fractions and Percentages/Subject>
<Question>
Convert this percentage to a fraction
\( 62 \% \)
</Question>
<Answer>\( \frac{62}{10} \)</Answer>
<Misconception>Does not understand a percentage is out of 100</Misconception>","<Construct>Convert two digit integer percentages to fractions</Construct>
<Subject>Converting between Fractions and Percentages</Subject>
<Question>
Convert this percentage to a fraction
\( 45 \% \)
</Question>
<Answer>\( \frac{45}{10} \)</Answer>
<Misconception>Does not understand a percentage is out of 100</Misconception>"
"<Construct>Convert two digit integer percentages to fractions/Construct>
<Subject>Converting between Fractions and Percentages/Subject>
<Question>
Convert this percentage to a fraction
\( 62 \% \)
</Question>
<Answer>\( \frac{6}{2} \)</Answer>
<Misconception>Thinks they can convert a 2 digit percentage to a fraction by writing one number over the other.</Misconception>","<Construct>Convert two digit integer percentages to fractions</Construct>
<Subject>Converting between Fractions and Percentages</Subject>
<Question>
Convert this percentage to a fraction
\( 85 \% \)
</Question>
<Answer>\( \frac{8}{5} \)</Answer>
<Misconception>Thinks they can convert a 2 digit percentage to a fraction by writing one number over the other.</Misconception>"
"<Construct>Convert two digit integer percentages to fractions/Construct>
<Subject>Converting between Fractions and Percentages/Subject>
<Question>
Convert this percentage to a fraction
\( 62 \% \)
</Question>
<Answer>None of these</Answer>
<Misconception>Does not understand a percentage is out of 100</Misconception>","<Construct>Convert two digit integer percentages to fractions</Construct>
<Subject>Converting between Fractions and Percentages</Subject>
<Question>
Convert this percentage to a fraction
\( 85 \% \)
</Question>
<Answer>None of these</Answer>
_Options>
 OPTION  A) 85/2
 OPTION  B) 8.5/1
 OPTION  C) 850/1
</Options>"
"<Construct>Divide decimals by 10/Construct>
<Subject>Multiplying and Dividing with Decimals/Subject>
<Question>
\( 43.2 \div 10= \)
</Question>
<Answer>\( 0.432 \)</Answer>
<Misconception>Divided by 100 rather than 10</Misconception>","<Construct>Divide decimals by 10</Construct>
<Subject>Multiplying and Dividing with Decimals</Subject>
<Question>
\( 9.54 \div 10= \)
</Question>
<Answer>\( 0.954 \)</Answer>
<Distractors>
\( 0.0954 \)
\( 0.9540 \)
\( 95.4 \)
</Distractors>"
"<Construct>Divide decimals by 10/Construct>
<Subject>Multiplying and Dividing with Decimals/Subject>
<Question>
\( 43.2 \div 10= \)
</Question>
<Answer>\( 33.2 \)</Answer>
<Misconception>Subtracts instead of divides</Misconception>","<Construct>Divide decimals by 10</Construct>
<Subject>Multiplying and Dividing with Decimals</Subject>
<Question>
\( 75.6 \div 10= \)
</Question>
<Answer>\( 7.56 \)</Answer>
<Distractors>\( 65.6 \), \( 70.6 \), \( 60.6 \)</Distractors>"
"<Construct>Divide decimals by 10/Construct>
<Subject>Multiplying and Dividing with Decimals/Subject>
<Question>
\( 43.2 \div 10= \)
</Question>
<Answer>\( 43.02 \)</Answer>
<Misconception>When dividing a decimal by a multiple of 10, just divides the fractional place values </Misconception>","<Construct>Divide decimals by 10/Construct>
<Subject>Multiplying and Dividing with Decimals/Subject>
<Question>
\( 94.5 \div 10= \)
</Question>
<Answer>\( 94.05 \)</Answer>
<Misconception>When dividing a decimal by a multiple of 10, just divides the fractional place values </Misconception>"
"<Construct>Subtract proper fractions with different denominators which do not share a common factor/Construct>
<Subject>Adding and Subtracting Fractions/Subject>
<Question>
\(
\frac{4}{5}-\frac{1}{3}=\frac{\bigstar}{15}
\)
What should replace the star?
</Question>
<Answer>\( 5 \)</Answer>
<Misconception>Does not find a common denominator when adding/subtracting fractions</Misconception>","<Construct>Subtract proper fractions with different denominators which do not share a common factor</Construct>
<Subject>Adding and Subtracting Fractions</Subject>
<Question>
\(
\frac{3}{4}-\frac{2}{7}=\frac{\bigstar}{28}
\)
What should replace the star?
</Question>
<Answer>\( 13 \)</Answer>
<Misconception>Does not find a common denominator when adding/subtracting fractions</Misconception>"
"<Construct>Subtract proper fractions with different denominators which do not share a common factor/Construct>
<Subject>Adding and Subtracting Fractions/Subject>
<Question>
\(
\frac{4}{5}-\frac{1}{3}=\frac{\bigstar}{15}
\)
What should replace the star?
</Question>
<Answer>\( 17 \)</Answer>
<Misconception>Adds instead of subtracts</Misconception>","<Construct>Subtract proper fractions with different denominators which do not share a common factor</Construct>
<Subject>Adding and Subtracting Fractions</Subject>
<Question>
\(
\frac{2}{3}-\frac{1}{4}=\frac{\bigstar}{12}
\)
What should replace the star?
</Question>
<Answer>\( 5 \)</Answer>
<Misconception>Adds instead of subtracts</Misconception>"
"<Construct>Subtract proper fractions with different denominators which do not share a common factor/Construct>
<Subject>Adding and Subtracting Fractions/Subject>
<Question>
\(
\frac{4}{5}-\frac{1}{3}=\frac{\bigstar}{15}
\)
What should replace the star?
</Question>
<Answer>\( 3 \)</Answer>
<Misconception>Does not find a common denominator when adding/subtracting fractions</Misconception>","<Construct>Subtract proper fractions with different denominators which do not share a common factor</Construct>
<Subject>Adding and Subtracting Fractions</Subject>
<Question>
\(
\frac{2}{3}-\frac{1}{4}=\frac{\bigstar}{12}
\)
What should replace the star?
</Question>
<Answer>\( 5 \)</Answer>
<Misconception>Does not find a common denominator when adding/subtracting fractions</Misconception>"
"<Construct>Identify horizontal translations in the form f(x) = for non-trigonometric functions/Construct>
<Subject>Transformations of functions in the form f(x)/Subject>
<Question>
What transformation maps the graph of
\(y=f(x)
\)
to the graph of
\(
y=f(x-3)
\)
</Question>
<Answer>Translation by vector
\(
\left[\begin{array}{l}
0 \\
3
\end{array}\right]
\)</Answer>
<Misconception>Believes f(x - a) translates the function up a units</Misconception>","<Construct>Identify horizontal translations in the form f(x) = for non-trigonometric functions</Construct>
<Subject>Transformations of functions in the form f(x)</Subject>
<Question>
What transformation maps the graph of 
\(y=f(x)\)
to the graph of 
\(y=f(x+2)\)
</Question>
<Answer>Translation by vector 
\(\left[\begin{array}{l}
0 \\
-2
\end{array}\right]\)</Answer>"
"<Construct>Identify horizontal translations in the form f(x) = for non-trigonometric functions/Construct>
<Subject>Transformations of functions in the form f(x)/Subject>
<Question>
What transformation maps the graph of
\(y=f(x)
\)
to the graph of
\(
y=f(x-3)
\)
</Question>
<Answer>Translation by vector
\(
\left[\begin{array}{c}
0 \\
-3
\end{array}\right]
\)</Answer>
<Misconception>Believes f(x + a) translates the function up a units</Misconception>","<Construct>Identify horizontal translations in the form f(x) = for non-trigonometric functions/Construct>
<Subject>Transformations of functions in the form f(x)/Subject>
<Question>
What transformation maps the graph of
\(y=f(x)
\)
to the graph of
\(
y=f(x+2)
\)
</Question>
<Answer>Translation by vector
\(
\left[\begin{array}{c}
0 \\
2
\end{array}\right]
\)</Answer>"
"<Construct>Identify horizontal translations in the form f(x) = for non-trigonometric functions/Construct>
<Subject>Transformations of functions in the form f(x)/Subject>
<Question>
What transformation maps the graph of
\(y=f(x)
\)
to the graph of
\(
y=f(x-3)
\)
</Question>
<Answer>Translation by vector
\(
\left[\begin{array}{r}
-3 \\
0
\end{array}\right]
\)</Answer>
<Misconception>Believes f(x) + a translates the function right a units</Misconception>","<Construct>Identify horizontal translations in the form f(x) = for non-trigonometric functions/Construct>
<Subject>Transformations of functions in the form f(x)/Subject>
<Question>
What transformation maps the graph of
\(y=f(x)
\)
to the graph of
\(
y=f(x+2)
\)
</Question>
<Answer>Translation by vector
\(
\left[\begin{array}{r}
2 \\
0
\end{array}\right]
\)</Answer>
<Misconception>Believes f(x) + a translates the function right a units</Misconception>"
"<Construct>Expand products of three binomials in the form (x + a)(x + b)(x + c)/Construct>
<Subject>Expanding Triple Brackets and more/Subject>
<Question>
John is expanding these three brackets:
\(
(x+5)(x-3)(x+6)
\)

He finds it helpful to split the first bracket and view the problem as follows:
\(
x(x-3)(x+6)+5(x-3)(x+6)
\)

He expands the brackets further. Before he simplifies, what are the terms than contain an \( \boldsymbol{x}^{2} \) ?
</Question>
<Answer>\( \begin{array}{l}+6 x^{2} \\ +3 x^{2} \\ +5 x^{2}\end{array} \)</Answer>
<Misconception>Ignores negative sign when expanding bracket</Misconception>","<Construct>Expand products of three binomials in the form (x + a)(x + b)(x + c)</Construct>
<Subject>Expanding Triple Brackets and more</Subject>
<Question>
Sarah is expanding these three brackets:
\(
(x+2)(x-4)(x+1)
\)

She finds it helpful to split the first bracket and view the problem as follows:
\(
x(x-4)(x+1)+2(x-4)(x+1)
\)

She expands the brackets further. Before she simplifies, what are the terms that contain an \( \boldsymbol{x}^{2} \) ?
</Question>
<Answer>\( \begin{array}{l}-4 x^{2} \\ +2 x^{2} \\ +x^{2}\end{array} \)</Answer>
<Misconception>Ignores negative sign when expanding bracket</Misconception>"
"<Construct>Identify the net of a non-prism/Construct>
<Subject>Nets/Subject>
<Question>
This is the net of a... ![A circle touching a sector]()
</Question>
<Answer>Triangle</Answer>
<Misconception>Struggles to visualise nets of 3D shapes</Misconception>","<Construct>Identify the net of a non-prism</Construct>
<Subject>Nets</Subject>
<Question>
This is the net of a... ![A rectangle with two semicircles on opposite sides]()
</Question>
<Answer>Cylinder</Answer>
<Misconception>Struggles to visualise nets of 3D shapes</Misconception>"
"<Construct>Identify the net of a non-prism/Construct>
<Subject>Nets/Subject>
<Question>
This is the net of a... ![A circle touching a sector]()
</Question>
<Answer>Triangular prism</Answer>
<Misconception>Struggles to visualise nets of 3D shapes</Misconception>","<Construct>Identify the net of a non-prism</Construct>
<Subject>Nets</Subject>
<Question>
This is the net of a... ![A square with two opposite corners folded inwards]()
</Question>
<Answer>Cylinder</Answer>
<Misconception>Struggles to visualise nets of 3D shapes</Misconception>"
"<Construct>Identify the net of a non-prism/Construct>
<Subject>Nets/Subject>
<Question>
This is the net of a... ![A circle touching a sector]()
</Question>
<Answer>Triangularbased pyramid</Answer>
<Misconception>Struggles to visualise nets of 3D shapes</Misconception>","<Construct>Identify the net of a non-prism</Construct>
<Subject>Nets</Subject>
<Question>
This is the net of a... ![Two trapezoids connected by a rectangle]()
</Question>
<Answer>Circularbased cone</Answer>
<Misconception>Struggles to visualise nets of 3D shapes</Misconception>"
"<Construct>Identify alternate angles/Construct>
<Subject>Angle Facts with Parallel Lines/Subject>
<Question>
Tom and Katie are arguing about alternate angles.
Tom says angles \( p \) and \( q \) are alternate.

Katie says angles \( p \) and \( q \) are equal.
Who is correct? ![Shows two non parallel lines that are intersected by another line. Angles P and Q are both on the outside of the lines and on opposite sides of the transversal.]()
</Question>
<Answer>Only
Katie</Answer>
<Misconception>Thinks alternate angles are always equal</Misconception>","<Construct>Identify alternate angles</Construct>
<Subject>Angle Facts with Parallel Lines</Subject>
<Question>
Ashley and Ben are debating about alternate angles.
Ashley says angles \( r \) and \( s \) are alternate.

Ben says angles \( r \) and \( s \) are equal.
Who is correct? ![Shows two non parallel lines that are intersected by another line. Angles R and S are both on the outside of the lines and on opposite sides of the transversal.]()
</Question>
<Answer>Only Ben</Answer>
<Misconception>Thinks alternate angles are always equal</Misconception>"
"<Construct>Identify alternate angles/Construct>
<Subject>Angle Facts with Parallel Lines/Subject>
<Question>
Tom and Katie are arguing about alternate angles.
Tom says angles \( p \) and \( q \) are alternate.

Katie says angles \( p \) and \( q \) are equal.
Who is correct? ![Shows two non parallel lines that are intersected by another line. Angles P and Q are both on the outside of the lines and on opposite sides of the transversal.]()
</Question>
<Answer>Both Tom and Katie</Answer>
<Misconception>Thinks alternate angles are always equal</Misconception>","<Construct>Identify alternate angles</Construct>
<Subject>Angle Facts with Parallel Lines</Subject>
<Question>
Luke and Sarah are arguing about alternate angles.
Luke says angles \(r\) and \(s\) are alternate.

Sarah says angles \(r\) and \(s\) are equal.
Who is correct? ![Shows two parallel lines that are intersected by another line. Angles R and S are both on the outside of the lines and on opposite sides of the transversal.]()
</Question>
<Answer>Both Luke and Sarah</Answer>
<Misconception>Thinks alternate angles are always equal</Misconception>"
"<Construct>Identify alternate angles/Construct>
<Subject>Angle Facts with Parallel Lines/Subject>
<Question>
Tom and Katie are arguing about alternate angles.
Tom says angles \( p \) and \( q \) are alternate.

Katie says angles \( p \) and \( q \) are equal.
Who is correct? ![Shows two non parallel lines that are intersected by another line. Angles P and Q are both on the outside of the lines and on opposite sides of the transversal.]()
</Question>
<Answer>Neither is correct</Answer>
<Misconception>Thinks only angles on parallel lines can be alternate</Misconception>","<Construct>Identify corresponding angles</Construct>
<Subject>Angle Facts with Parallel Lines</Subject>
<Question>
Mia and Alex are discussing corresponding angles.
Mia says angles \( a \) and \( b \) are corresponding.

Alex says angles \( a \) and \( b \) are equal.
Who is correct? ![Shows two non parallel lines that are intersected by another line. Angles A and B are both on the same side of the transversal.]()
</Question>
<Answer>Neither is correct</Answer>
<Misconception>Thinks only angles on parallel lines can be corresponding</Misconception>"
"<Construct>Convert from hours to minutes/Construct>
<Subject>Time/Subject>
<Question>
Hannah's journey to camp is \( 3 \) hours and \( 16 \) minutes.
Tori's journey to camp is \( 214 \) minutes.
What is the difference in their journeys in minutes?
</Question>
<Answer>\( 102 \) minutes</Answer>
<Misconception>Answers as if there are 100 minutes in an hour when changing from hours to minutes</Misconception>","<Construct>Convert from hours to minutes</ Construct>
<Subject>Time</Subject>
<Question>
Asher's commute to work is 2 hours and 40 minutes.
Lily's commute to work is 160 minutes.
How much longer is Asher's commute in minutes?
</Question>
<Answer>40 minutes</Answer>
<Misconception>Answers as if there are 100 minutes in an hour when changing from hours to minutes</Misconception>"
"<Construct>Select the correct answer to an iteration question to the required degree of accuracy/Construct>
<Subject>Trial and Improvement and Iterative Methods/Subject>
<Question>
\(
x_{n+1}=5-\frac{1}{x_{n}}
\)

Using a starting value of \( x_{1}=2 \), what is the solution to \( x=5-\frac{1}{x} \) to \( 2 \) decimal places?
</Question>
<Answer>\( 4.78 \)</Answer>
<Misconception>Stops iteration too early when solving equations</Misconception>","<Question>
\(
x_{n+1}=3-\frac{2}{x_{n}}
\)

Using a starting value of \( x_{1}=1 \), what is the solution to \( x=3-\frac{2}{x} \) to \( 2 \) decimal places?
</Question>
<Answer>\( 2.44 \)</Answer>
<Misconception>Stops iteration too early when solving equations</Misconception>"
"<Construct>Select the correct answer to an iteration question to the required degree of accuracy/Construct>
<Subject>Trial and Improvement and Iterative Methods/Subject>
<Question>
\(
x_{n+1}=5-\frac{1}{x_{n}}
\)

Using a starting value of \( x_{1}=2 \), what is the solution to \( x=5-\frac{1}{x} \) to \( 2 \) decimal places?
</Question>
<Answer>\( 4.79128 \ldots \)</Answer>
<Misconception>Rounds to the wrong degree of accuracy (rounds too little)</Misconception>","<Construct>Select the correct answer to an iteration question to the required degree of accuracy/Construct>
<Subject>Trial and Improvement and Iterative Methods/Subject>
<Question>
\(
x_{n+1}=2x_{n}-3
\)

Using a starting value of \( x_{1}=4 \), what is the solution to \( x=2x-3 \) to \( 3 \) decimal places?
</Question>
<Answer>\( 3.000 \ldots \)</Answer>
<Misconception>Rounds to the wrong degree of accuracy (rounds too little)</Misconception>"
"<Construct>Select the correct answer to an iteration question to the required degree of accuracy/Construct>
<Subject>Trial and Improvement and Iterative Methods/Subject>
<Question>
\(
x_{n+1}=5-\frac{1}{x_{n}}
\)

Using a starting value of \( x_{1}=2 \), what is the solution to \( x=5-\frac{1}{x} \) to \( 2 \) decimal places?
</Question>
<Answer>\( 4.8 \)</Answer>
<Misconception>Rounds to the wrong degree of accuracy (significant figures rather than decimal places)</Misconception>","<Question>
\(
y_{n+1}=3-\frac{2}{y_{n}}
\)

Using a starting value of \( y_{1}=1 \), what is the solution to \( y=3-\frac{2}{y} \) to \( 3 \) decimal places?
</Question>
<Answer>\( 2.667 \)</Answer>
<Misconception>Rounds to the wrong degree of accuracy (significant figures rather than decimal places)</Misconception>"
"<Construct>Calculate the area of an equilateral triangle where the dimensions are given in the same units/Construct>
<Subject>Area of Simple Shapes/Subject>
<Question>
How would you calculate the area of this triangle? ![A triangle, base 12m. All three sides are equal.]()
</Question>
<Answer>\( \frac{12 \times 12}{2} \)</Answer>
<Misconception>Has used slant height and base to find area of a triangle rather than perpendicular height and base</Misconception>","            <Construct>Calculate the area of a scalene triangle where the dimensions are given in the same units/Construct>
<Subject>Area of Simple Shapes/Subject>
<Question>
How would you calculate the area of this triangle? ![A triangle, base 15cm. Sides adjacent to the base are 18cm and 20cm.]()
</Question>
<Answer>\( \frac{15 \times 18}{2} \)</Answer>
<Misconception>Has used slant height and base to find area of a triangle rather than perpendicular height and base</Misconception>"
