query,response
"<Construct>Divide decimals by 10/Construct>
<Subject>Multiplying and Dividing with Decimals/Subject>
<Question>
\( 43.2 \div 10= \)
</Question>
<Answer>\( 43.02 \)</Answer>
<Misconception>When dividing a decimal by a multiple of 10, just divides the fractional place values </Misconception>","<Construct>Divide decimals by 10/Construct>
<Subject>Multiplying and Dividing with Decimals/Subject>
<Question>
\( 75.6 \div 10= \)
</Question>
<Answer>\( 75.06 \)</Answer>
<Misconception>When dividing a decimal by a multiple of 10, just divides the fractional place values </Misconception>"
"<Construct>Subtract proper fractions with different denominators which do not share a common factor/Construct>
<Subject>Adding and Subtracting Fractions/Subject>
<Question>
\(
\frac{4}{5}-\frac{1}{3}=\frac{\bigstar}{15}
\)
What should replace the star?
</Question>
<Answer>\( 5 \)</Answer>
<Misconception>Does not find a common denominator when adding/subtracting fractions</Misconception>","<Construct>Subtract proper fractions with different denominators which do not share a common factor</Construct>
<Subject>Adding and Subtracting Fractions</Subject>
<Question>
\(
\frac{3}{4}-\frac{2}{7}=\frac{\bigstar}{28}
\)
What should replace the star?
</Question>
<Answer>\( 13 \)</Answer>
<Misconception>Does not find a common denominator when adding/subtracting fractions</Misconception>"
"<Construct>Subtract proper fractions with different denominators which do not share a common factor/Construct>
<Subject>Adding and Subtracting Fractions/Subject>
<Question>
\(
\frac{4}{5}-\frac{1}{3}=\frac{\bigstar}{15}
\)
What should replace the star?
</Question>
<Answer>\( 17 \)</Answer>
<Misconception>Adds instead of subtracts</Misconception>","<Construct>Subtract proper fractions with different denominators which do not share a common factor</Construct>
<Subject>Adding and Subtracting Fractions</Subject>
<Question>
\(
\frac{2}{3}-\frac{1}{4}=\frac{\bigstar}{12}
\)
What should replace the star?
</Question>
<Answer>\( 5 \)</Answer>
<Misconception>Adds instead of subtracts</Misconception>"
"<Construct>Subtract proper fractions with different denominators which do not share a common factor/Construct>
<Subject>Adding and Subtracting Fractions/Subject>
<Question>
\(
\frac{4}{5}-\frac{1}{3}=\frac{\bigstar}{15}
\)
What should replace the star?
</Question>
<Answer>\( 3 \)</Answer>
<Misconception>Does not find a common denominator when adding/subtracting fractions</Misconception>","<Construct>Subtract proper fractions with different denominators which do not share a common factor</Construct>
<Subject>Adding and Subtracting Fractions</Subject>
<Question>
\(
\frac{2}{7}-\frac{1}{4}=\frac{\bigstar}{28}
\)
What should replace the star?
</Question>
<Answer>\( 5 \)</Answer>
<Misconception>Does not find a common denominator when adding/subtracting fractions</Misconception>"
"<Construct>Identify horizontal translations in the form f(x) = for non-trigonometric functions/Construct>
<Subject>Transformations of functions in the form f(x)/Subject>
<Question>
What transformation maps the graph of
\(y=f(x)
\)
to the graph of
\(
y=f(x-3)
\)
</Question>
<Answer>Translation by vector
\(
\left[\begin{array}{l}
0 \\
3
\end{array}\right]
\)</Answer>
<Misconception>Believes f(x - a) translates the function up a units</Misconception>","<Construct>Identify vertical translations in the form f(x) = f(x) + a for non-trigonometric functions</Construct>
<Subject>Transformations of functions in the form f(x)</Subject>
<Question>
What transformation maps the graph of
\(y=f(x)
\)
to the graph of
\(y=f(x)+2\)
</Question>
<Answer>Translation by vector
\(
\left[\begin{array}{l}
0 \\
2
\end{array}\right]
\)</Answer>
<Misconception>Believes f(x) + a translates the function a units to the left</Misconception>"
"<Construct>Identify horizontal translations in the form f(x) = for non-trigonometric functions/Construct>
<Subject>Transformations of functions in the form f(x)/Subject>
<Question>
What transformation maps the graph of
\(y=f(x)
\)
to the graph of
\(
y=f(x-3)
\)
</Question>
<Answer>Translation by vector
\(
\left[\begin{array}{c}
0 \\
-3
\end{array}\right]
\)</Answer>
<Misconception>Believes f(x + a) translates the function up a units</Misconception>","<Construct>Identify vertical translations in the form f(x) = g(x) + a for non-trigonometric functions</Construct>
<Subject>Transformations of functions in the form f(x)</Subject>
<Question>
What transformation maps the graph of 
\(y=f(x)
\)
to the graph of 
\(y=f(x)+5\)
</Question>
<Answer>Translation by vector 
\(
\left[\begin{array}{c}
0 \\
5
\end{array}\right]
\)</Answer>
<Misconception>Believes f(x + a) translates the function up a units</Misconception>"
"<Construct>Identify horizontal translations in the form f(x) = for non-trigonometric functions/Construct>
<Subject>Transformations of functions in the form f(x)/Subject>
<Question>
What transformation maps the graph of
\(y=f(x)
\)
to the graph of
\(
y=f(x-3)
\)
</Question>
<Answer>Translation by vector
\(
\left[\begin{array}{r}
-3 \\
0
\end{array}\right]
\)</Answer>
<Misconception>Believes f(x) + a translates the function right a units</Misconception>","<Construct>Identify vertical translations in the form f(x) = for non-trigonometric functions/Construct>
<Subject>Transformations of functions in the form f(x)/Subject>
<Question>
What transformation maps the graph of
\(y=f(x)
\)
to the graph of
\(
y=f(x)+2
\)
</Question>
<Answer>Translation by vector
\(
\left[\begin{array}{r}
0 \\
2
\end{array}\right]
\)</Answer>
<Misconception>Believes f(x) + a translates the function right a units</Misconception>"
"<Construct>Expand products of three binomials in the form (x + a)(x + b)(x + c)/Construct>
<Subject>Expanding Triple Brackets and more/Subject>
<Question>
John is expanding these three brackets:
\(
(x+5)(x-3)(x+6)
\)

He finds it helpful to split the first bracket and view the problem as follows:
\(
x(x-3)(x+6)+5(x-3)(x+6)
\)

He expands the brackets further. Before he simplifies, what are the terms than contain an \( \boldsymbol{x}^{2} \) ?
</Question>
<Answer>\( \begin{array}{l}+6 x^{2} \\ +3 x^{2} \\ +5 x^{2}\end{array} \)</Answer>
<Misconception>Ignores negative sign when expanding bracket</Misconception>","<Construct>Expand products of three binomials in the form (x + a)(x + b)(x + c)</Construct>
<Subject>Expanding Triple Brackets and more</Subject>
<Question>
Samantha is expanding these three brackets:
\(
(x-2)(x+4)(x-1)
\)

She finds it helpful to split the first bracket and view the problem as follows:
\(
x(x+4)(x-1)-2(x+4)(x-1)
\)

She expands the brackets further. Before she simplifies, what are the terms that contain an \( \boldsymbol{x}^{2} \) ?
</Question>
<Answer>\( \begin{array}{l}-4 x^{2} \\ +x^{2} \\ -x^{2}\end{array} \)</Answer>
<Misconception>Ignores negative sign when expanding bracket</Misconception>"
"<Construct>Identify the net of a non-prism/Construct>
<Subject>Nets/Subject>
<Question>
This is the net of a... ![A circle touching a sector]()
</Question>
<Answer>Triangle</Answer>
<Misconception>Struggles to visualise nets of 3D shapes</Misconception>","<Construct>Identify the net of a non-prism</Construct>
<Subject>Nets</Subject>
<Question>
This is the net of a... ![Two trapezoids sharing a side]()
</Question>
<Answer>Cylinder</Answer>
<Misconception>Struggles to visualise nets of 3D shapes</Misconception>"
"<Construct>Identify the net of a non-prism/Construct>
<Subject>Nets/Subject>
<Question>
This is the net of a... ![A circle touching a sector]()
</Question>
<Answer>Triangular prism</Answer>
<Misconception>Struggles to visualise nets of 3D shapes</Misconception>","<Construct>Identify the net of a non-prism</Construct>
<Subject>Nets</Subject>
<Question>
This is the net of a... ![A square with two triangles attached on adjacent sides]()
</Question>
<Answer>Cylinder</Answer>
<Misconception>Struggles to visualise nets of 3D shapes</Misconception>"
"<Construct>Identify the net of a non-prism/Construct>
<Subject>Nets/Subject>
<Question>
This is the net of a... ![A circle touching a sector]()
</Question>
<Answer>Triangularbased pyramid</Answer>
<Misconception>Struggles to visualise nets of 3D shapes</Misconception>","<Construct>Identify the net of a non-prism</Construct>
<Subject>Nets</Subject>
<Question>
This is the net of a... ![A rectangle with a trapezium attached]()
</Question>
<Answer>Cylindrical shape</Answer>
<Misconception>Struggles to visualise nets of 3D shapes</Misconception>"
"<Construct>Identify alternate angles/Construct>
<Subject>Angle Facts with Parallel Lines/Subject>
<Question>
Tom and Katie are arguing about alternate angles.
Tom says angles \( p \) and \( q \) are alternate.

Katie says angles \( p \) and \( q \) are equal.
Who is correct? ![Shows two non parallel lines that are intersected by another line. Angles P and Q are both on the outside of the lines and on opposite sides of the transversal.]()
</Question>
<Answer>Only
Katie</Answer>
<Misconception>Thinks alternate angles are always equal</Misconception>","<Construct>Identify corresponding angles</Construct>
<Subject>Angle Facts with Parallel Lines</Subject>
<Question>
Ashley says angles \( a \) and \( b \) are corresponding.

Her friend says angles \( a \) and \( b \) are equal.
Who is correct? ![Shows two parallel lines that are intersected by another line. Angles A and B are both on the same side of the transversal and on the same ""corners"" of the two lines and transversal.]()
</Question>
<Answer>Only
Her friend</Answer>
<Misconception>Thinks corresponding angles are always equal</Misconception>"
"<Construct>Identify alternate angles/Construct>
<Subject>Angle Facts with Parallel Lines/Subject>
<Question>
Tom and Katie are arguing about alternate angles.
Tom says angles \( p \) and \( q \) are alternate.

Katie says angles \( p \) and \( q \) are equal.
Who is correct? ![Shows two non parallel lines that are intersected by another line. Angles P and Q are both on the outside of the lines and on opposite sides of the transversal.]()
</Question>
<Answer>Both Tom and Katie</Answer>
<Misconception>Thinks alternate angles are always equal</Misconception>","<Construct>Identify alternate angles</Construct>
<Subject>Angle Facts with Parallel Lines</Subject>
<Question>
Ashley says angles \( r \) and \( s \) are alternate.
Ben says angles \( r \) and \( s \) are equal.
Who is correct?
![Shows two non parallel lines that are intersected by another line. Angles R and S are both on the outside of the lines and on opposite sides of the transversal.]()
</Question>
<Answer>Both Ashley and Ben</Answer>
<Misconception>Thinks alternate angles are always equal</Misconception>"
"<Construct>Identify alternate angles/Construct>
<Subject>Angle Facts with Parallel Lines/Subject>
<Question>
Tom and Katie are arguing about alternate angles.
Tom says angles \( p \) and \( q \) are alternate.

Katie says angles \( p \) and \( q \) are equal.
Who is correct? ![Shows two non parallel lines that are intersected by another line. Angles P and Q are both on the outside of the lines and on opposite sides of the transversal.]()
</Question>
<Answer>Neither is correct</Answer>
<Misconception>Thinks only angles on parallel lines can be alternate</Misconception>","<Construct>Identify alternate angles</Construct>
<Subject>Angle Facts with Parallel Lines</Subject>
<Question>
Ashley says angles A and B are alternate.
Ashley's teacher says angles A and B are equal.
Who is correct? ![Shows two parallel lines that are intersected by another line. Angles A and B are both on the same side of the lines and on the same side of the transversal.]()
</Question>
<Answer>Neither is correct</Answer>
<Misconception>Thinks only angles on parallel lines can be alternate</Misconception>"
"<Construct>Convert from hours to minutes/Construct>
<Subject>Time/Subject>
<Question>
Hannah's journey to camp is \( 3 \) hours and \( 16 \) minutes.
Tori's journey to camp is \( 214 \) minutes.
What is the difference in their journeys in minutes?
</Question>
<Answer>\( 102 \) minutes</Answer>
<Misconception>Answers as if there are 100 minutes in an hour when changing from hours to minutes</Misconception>","<Construct>Convert from hours to minutes</Construct>
<Subject>Time</Subject>
<Question>
Ashley's favorite TV show is 2 hours and 40 minutes long.
How many minutes long is Ashley's favorite TV show?
</Question>
<Answer>240 + 40 = 280 minutes</Answer>
<Misconception>Answers as if there are 100 minutes in an hour when changing from hours to minutes</Misconception>
<Distractor1>260 minutes</Distractor1>
<Distractor2>240 minutes</Distractor2>
<Distractor3>300 minutes</Distractor3>"
"<Construct>Select the correct answer to an iteration question to the required degree of accuracy/Construct>
<Subject>Trial and Improvement and Iterative Methods/Subject>
<Question>
\(
x_{n+1}=5-\frac{1}{x_{n}}
\)

Using a starting value of \( x_{1}=2 \), what is the solution to \( x=5-\frac{1}{x} \) to \( 2 \) decimal places?
</Question>
<Answer>\( 4.78 \)</Answer>
<Misconception>Stops iteration too early when solving equations</Misconception>","<Question>
\(
x_{n+1}=3+\frac{2}{x_{n}}
\)

Using a starting value of \( x_{1}=2.5 \), what is the solution to \( x=3+\frac{2}{x} \) to \( 2 \) decimal places?
</Question>
<Answer>\( 3.42 \)</Answer>
<Distractors>\( 2.50, 2.83, 3.20 \)</Distractors>"
"<Construct>Select the correct answer to an iteration question to the required degree of accuracy/Construct>
<Subject>Trial and Improvement and Iterative Methods/Subject>
<Question>
\(
x_{n+1}=5-\frac{1}{x_{n}}
\)

Using a starting value of \( x_{1}=2 \), what is the solution to \( x=5-\frac{1}{x} \) to \( 2 \) decimal places?
</Question>
<Answer>\( 4.79128 \ldots \)</Answer>
<Misconception>Rounds to the wrong degree of accuracy (rounds too little)</Misconception>","<Construct>Select the correct answer to an iteration question to the required degree of accuracy/Construct>
<Subject>Trial and Improvement and Iterative Methods/Subject>
<Question>
\(
x_{n+1}=3-\frac{2}{x_{n}}
\)

Using a starting value of \( x_{1}=1 \), what is the solution to \( x=3-\frac{2}{x} \) to \( 2 \) decimal places?
</Question>
<Answer>\( 2.73205 \ldots \)</Answer>
<Misconception>Rounds to the wrong degree of accuracy (rounds too little)</Misconception>"
"<Construct>Select the correct answer to an iteration question to the required degree of accuracy/Construct>
<Subject>Trial and Improvement and Iterative Methods/Subject>
<Question>
\(
x_{n+1}=5-\frac{1}{x_{n}}
\)

Using a starting value of \( x_{1}=2 \), what is the solution to \( x=5-\frac{1}{x} \) to \( 2 \) decimal places?
</Question>
<Answer>\( 4.8 \)</Answer>
<Misconception>Rounds to the wrong degree of accuracy (significant figures rather than decimal places)</Misconception>","<Subject>Surds/Subject>
<Question>
Solve the equation \(\sqrt{x}=3-\sqrt{x}\) to 2 decimal places.
</Question>
<Answer>\(4.59\)</Answer>
<Misconception>Rounds to the wrong degree of accuracy (significant figures rather than decimal places)</Misconception>"
"<Construct>Calculate the area of an equilateral triangle where the dimensions are given in the same units/Construct>
<Subject>Area of Simple Shapes/Subject>
<Question>
How would you calculate the area of this triangle? ![A triangle, base 12m. All three sides are equal.]()
</Question>
<Answer>\( \frac{12 \times 12}{2} \)</Answer>
<Misconception>Has used slant height and base to find area of a triangle rather than perpendicular height and base</Misconception>","<Construct>Calculate the volume of a rectangular prism where the dimensions are given in the same units/Construct>
<Subject>Volume of Simple Shapes/Subject>
<Question>
How would you calculate the volume of this prism? ![A prism, length 10cm, width 8cm, slant height 12cm.]()
</Question>
<Answer>\( 10 \times 8 \times 6 \)</Answer>
<Misconception>Has used slant height and base to find volume of a prism rather than perpendicular height and base</Misconception>"
